Type,Title,Director,Casting,Country,Date Added,Rating,Duration,Genres,Description,Release Year,Imdb Score,Imdb Votes
Movie,Milea,"Fajar Bustomi, Pidi Baiq","Iqbaal Ramadhan, Vanesha Prescilla, Ira Wibowo, Bucek, Happy Salma, Farhan, Maudy Koesnaedi, Jerome Kurnia",Indonesia,"June 13, 2020",TV-14,100 min,"Dramas, International Movies, Romantic Movies","Years after his teen romance with Milea, a now-adult Dilan tells his version of their love story when a high school reunion brings them back together.",2020,6.4,547.0
Movie,Axone,Nicholas Kharkongor,"Sayani Gupta, Lin Laishram, Tenzing Dalha, Dolly Ahluwalia, Vinay Pathak, Lanuakam Ao, Rohan Joshi, Adil Hussain, Asenla Jamir",India,"June 12, 2020",TV-MA,101 min,"Comedies, Dramas, Independent Movies","This bittersweet comedy follows immigrants in Delhi who are attempting to organise a wedding party, but soon find everything going wrong.",2019,6.9,2182.0
Movie,Da 5 Bloods,Spike Lee,"Delroy Lindo, Jonathan Majors, Clarke Peters, Norm Lewis, Isiah Whitlock Jr., Mélanie Thierry, Paul Walter Hauser, Jasper Pääkkönen, Johnny Nguyen, Chadwick Boseman",United States,"June 12, 2020",R,156 min,"Action & Adventure, Dramas",Four African-American Vietnam veterans return to Vietnam. They are in search of the remains of their fallen squad leader and the promise of buried treasure. These heroes battle forces of humanity and nature while confronted by the lasting ravages of the immorality of the Vietnam War.,2020,6.5,50236.0
TV Show,Dating Around,Unknown,Unknown,Unknown,"June 12, 2020",TV-MA,2 Seasons,"Reality TV, Romantic TV Shows","In each episode of flirtations and fails, one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.",2019,6.3,1204.0
TV Show,F is for Family,Unknown,"Bill Burr, Laura Dern, Justin Long, Debi Derryberry, Sam Rockwell","United States, France, Canada","June 12, 2020",TV-MA,4 Seasons,TV Comedies,"Follow the Murphy family back to the 1970s, when kids roamed wild, beer flowed freely and nothing came between a man and his TV.",2015,8.0,36050.0
Movie,Jo Koy: In His Elements,Michael McKay,"Jo Koy, Andrew Lopez, Joey Guila, Andrew Orolfo",United States,"June 12, 2020",TV-MA,55 min,Stand-Up Comedy,"Jo Koy returns to the Philippines to show off the local culture and headline a special featuring Filipino American comedians, DJs and hip-hop dancers.",2020,5.4,469.0
Movie,Okko's Inn,Kitaro Kosaka,"Seiran Kobayashi, Nana Mizuki, Satsumi Matsuda, Rina Endo, Etsuko Kozakura, Yoko Asagami, Teiyu Ichiryusai, Masaki Terasoma, Hirohide Yakumaru, Anju Suzuki, Osamu Shitara, Mikako Komatsu, Horan Chiaki, Koichi Yamadera, Fumiko Orikasa",Japan,"June 12, 2020",PG,96 min,"Anime Features, Children & Family Movies","12-year-old Oriko Seki, who lost her parents in a car accident, ended up living in her grandmother's Onsen Ryokan ""Haru no Ya."" With the ghost ""Uribou"" cohabitating with her and all the other odds, she ended up training to be a young female innkeeper. At first, she didn't like the training, but gradually felt her admiration for her title and began to train seriously. Thus, the growth of the young warrior Oriko begins.",2018,7.0,1803.0
Movie,Menahi,Ayman Makram,"Fayez Al-Malki, Mona Wasef, Abdel Imam Abdullah, Reem Abdel Aziz, Dana Jabr, Emad Al Youssef, Remas Mansoor, Khalid Mengah",Saudi Arabia,"June 11, 2020",TV-14,101 min,"Comedies, International Movies","Menahi is a Saudi Bedouin young man, single and living with his old mother. He is a simple, spontaneous and kind-heart man, instinctive and adhering to the ethics of the environment from which he emerged, such as honesty, honor and virility. He dreams of owning a small farm to raise sheep. But he went out into the city and didn't adapt to civic life.",2008,6.7,51.0
TV Show,DC's Legends of Tomorrow,Rob Seidenglanz,"Victor Garber, Brandon Routh, Caity Lotz, Franz Drameh, Amy Pemberton, Dominic Purcell, Maisie Richardson-Sellers, Nick Zano, Arthur Darvill, Wentworth Miller, Tala Ashe, Adam Tsekhman, Christina Brucato, Simon Merrells, Nils Hognestad, Jes Macallan, Keiynan Lonsdale",United States,"June 10, 2020",TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy","When heroes alone are not enough ... the world needs legends. Having seen the future, one he will desperately try to prevent from happening, time-traveling rogue Rip Hunter is tasked with assembling a disparate group of both heroes and villains to confront an unstoppable threat â€” one in which not only is the planet at stake, but all of time itself. Can this ragtag team defeat an immortal threat unlike anything they have ever known?",2016,6.8,101178.0
TV Show,Lenox Hill,Unknown,Unknown,United States,"June 10, 2020",TV-MA,1 Season,"Docuseries, Reality TV, Science & Nature TV",From birth to brain surgery: This docuseries provides an intimate look at the lifesaving work of four doctors at Lenox Hill Hospital in NYC.,2020,8.699999999999998,2276.0
TV Show,My Mister,Unknown,"Lee Sun-kyun, Lee Ji-eun (IU), Go Du-sim, Park Ho-san, Song Sae-byeok, Kim Young-min",South Korea,"June 10, 2020",TV-MA,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows","In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another.",2018,9.2,5481.0
TV Show,Reality Z,Unknown,"Ana Hartmann, Sabrina Sato, Luellem de Castro, Guilherme Weber, Emílio de Mello, Ravel Andrade, João Pedro Zappa, Julia Ianina, Pierre Baitelli, Jesus Luz, Carla Ribas, Wallie Ruy, Gabriel Canella, Natália Rosa, Priscila Assum, Teca Pereira, Leandro Daniel, Hanna Romanazzi, Arlinda Di Baio, Erom Cordeiro, Enzo Romani",Brazil,"June 10, 2020",TV-MA,1 Season,"International TV Shows, TV Horror, TV Mysteries","A zombie apocalypse that imprisons participants and producers of a reality show called Olimpo, The House of the Gods. The studio becomes a shelter for those who seek salvation in Rio de Janeiro where chaos and hopelessness begin to rule.",2020,5.6,2437.0
Movie,365 Days,"Barbara Białowąs, Tomasz Mandes","Anna-Maria Sieklucka, Michele Morrone, Bronisław Wrocławski, Otar Saralidze, Magdalena Lamparska, Natasza Urbańska, Grażyna Szapołowska, Tomasz Stockinger, Gianni Parisi, Mateusz Łasowski",Poland,"June 7, 2020",TV-MA,114 min,"Dramas, International Movies, Romantic Movies","Massimo is a member of the Sicilian Mafia family and Laura is a sales director. She does not expect that on a trip to Sicily trying to save her relationship, Massimo will kidnap her and give her 365 days to fall in love with him.",2020,3.3,80198.0
Movie,Forensic,"Akhil Paul, Anas Khan","Tovino Thomas, Mamtha Mohandas, Renji Panicker, Saiju Kurup, Reba Monica John, Pratap Pothen, Giju John, Sreekanth Murali",India,"June 7, 2020",TV-14,132 min,"International Movies, Thrillers",A forensic analyst and an investigation officer are on a chase to hunt down a gruesome serial killer and crack one of the most famous cold cases in the history of their departments.,2020,6.8,4813.0
Movie,Project Papa,Kanika Batra,"Rakesh Batra, Kanika Batra, Sneha Kapoor, Rohn Malhotra, Munira Sen, Anaitha Nair, Rajit Kapoor",India,"June 7, 2020",TV-14,92 min,"Dramas, Independent Movies, International Movies","When a busy entrepreneur pauses her career to spend time with her aging father, both learn valuable lessons on happiness, love and living in the moment.",2018,6.3,35.0
TV Show,Queen of the South,Unknown,"Alice Braga, Veronica Falcón, Justina Machado, Peter Gadiot, Hemky Madera, Gerardo Taracena","United States, Mexico, Spain, Malta","June 6, 2020",TV-MA,4 Seasons,"Crime TV Shows, TV Action & Adventure, TV Dramas","Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",2016,7.9,28537.0
Movie,The Night Clerk,Michael Cristofer,"Tye Sheridan, Ana de Armas, Helen Hunt, John Leguizamo, Johnathon Schaech, Jacque Gray",United States,"June 6, 2020",R,90 min,"Dramas, Independent Movies","Hotel night clerk Bart Bromley is a highly intelligent young man on the Autism spectrum. When a woman is murdered during his shift, Bart becomes the prime suspect. As the police investigation closes in, Bart makes a personal connection with a beautiful guest named Andrea, but soon realises he must stop the real murderer before she becomes the next victim.",2020,5.5,14600.0
TV Show,13 Reasons Why,Unknown,"Dylan Minnette, Katherine Langford, Kate Walsh, Derek Luke, Brian d'Arcy James, Alisha Boe, Christian Navarro, Miles Heizer, Ross Butler, Devin Druid, Michele Selene Ang, Steven Silver, Amy Hargreaves",United States,"June 5, 2020",TV-MA,4 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",2017,7.5,282373.0
Movie,Choked: Paisa Bolta Hai,Anurag Kashyap,"Saiyami Kher, Roshan Mathew, Amruta Subhash, Upendra Limaye, Tushar Dalvi, Rajshri Deshpande, Vaisnavi RP, Uday Nene, Parthveer Shukla, Sanjay Bhatia, Aditya Kumar, Milind Pathak",India,"June 5, 2020",TV-14,114 min,"Dramas, International Movies",A bank employee weighed down by her jobless husband's debts - and her own broken dreams - finds a secret source of seemingly unlimited cash in her home.,2020,5.7,5333.0
Movie,Merry Men 2: Another Mission,Moses Inwang,"Ramsey Nouah, Ayo Makun, Jim Iyke, Falz, Uchemba Williams, Ireti Doyle, Ufuoma McDermott, Nancy Isime, Alex Asogwa",Nigeria,"June 5, 2020",TV-MA,115 min,"Comedies, International Movies",Four men have stopped robbing the rich to give to the poor and now are focusing on running their businesses.,2019,6.4,64.0
TV Show,Queer Eye,Unknown,"Bobby Berk, Karamo Brown, Tan France, Antoni Porowski, Jonathan Van Ness",United States,"June 5, 2020",TV-14,5 Seasons,Reality TV,"An all-new â€œFab Fiveâ€ advise men on fashion, grooming, food, culture and design in this modern reboot of the Emmy Award-winning reality series.",2018,8.5,18147.0
TV Show,Supernatural,Phil Sgriccia,"Jared Padalecki, Jensen Ackles, Mark Sheppard, Misha Collins, Jim Beaver, Andrea Menard, Samantha Smith, Mark Pellegrino, Alexander Calvert","United States, Canada","June 5, 2020",TV-14,15 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror","When they were boys, Sam and Dean Winchester lost their mother to a mysterious and demonic supernatural force. Subsequently, their father raised them to be soldiers. He taught them about the paranormal evil that lives in the dark corners and on the back roads of America ... and he taught them how to kill it. Now, the Winchester brothers crisscross the country in their '67 Chevy Impala, battling every kind of supernatural threat they encounter along the way. ",2005,8.5,428639.0
Movie,The Last Days of American Crime,Olivier Megaton,"Edgar Ramírez, Michael Pitt, Anna Brewster, Patrick Bergin, Sharlto Copley, Brandon Auret, Tamer Burjaq, Terence Maynard, James Richard Marshall",United States,"June 5, 2020",TV-MA,149 min,"Action & Adventure, Dramas, Independent Movies","In the not-too-distant future, as a final response to crime and terrorism, the U.S. government plans to broadcast a signal that will make it impossible for anyone to knowingly break the law.",2020,3.7,11227.0
TV Show,BAKI,Unknown,"Nobunaga Shimazaki, Takayuki Sugo, Bin Shimada, Rikiya Koyama, Takuya Eguchi, Banjo Ginga, Takehito Koyasu, Kenjiro Tsuda, Chafurin, Issei Futamata, Mugihito, Yoshihisa Kawahara, Sora Amamiya, Toru Furuya",Japan,"June 4, 2020",TV-MA,3 Seasons,"Anime Series, International TV Shows","While martial arts champion Baki Hanma trains hard to surpass his legendary father, five violent death row inmates descend upon Tokyo to take him on.",2018,6.7,5706.0
Movie,Hot Sweet Sour,Andaç Haznedaroğlu,"Buğra Gülsoy, Özge Özpirinçci, Yusuf Akgün, Füsun Demirel, Gözde Türkpençe, Osman Alkaş, Rahmi Dilligil, Somer Karvan",Turkey,"June 4, 2020",TV-14,102 min,"Dramas, International Movies, Romantic Movies","Murat and Duygu are deeply in love and when they graduate from College Murat takes the leap and asks Duygu for her hand in marriage but he doesn't get the answer he was looking for. They both agree that if they're both single in five years they will tie the knot, but life has other plans for them.",2017,6.1,2450.0
Movie,Overnight Republic,Murat Kepez,"Çağlar Çorumlu, Büşra Pekin, Ersin Korkut, Gülhan Tekin, Mahir İpek, Uğur Bilgin, Öner Ateş, Hakan Ummak, Patrycja Widlak, Hamza Yazıcı",Turkey,"June 4, 2020",TV-MA,105 min,"Comedies, International Movies","Peker Mengen wins the post of mayor in a remote town with the promise of a visit by the prime minister and making the town a province. When the people do not forget his promise, Mengen ends up persuading the prime minister to visit the town with his idiosyncratic methods. After consulting with his advisors, Peker prepares a grandiose welcome ceremony, but when the ceremony gets out of his control, the town of 5000 people suddenly ends up becoming a country, one that is at war with America. As Peker Mengen, his unwillingly married wife Mualla and his advisors try to keep America at bay and struggle with the difficulties of establishing a new country, they even get the help of an alien to achieve their goals.",2017,5.8,4632.0
Movie,Lady Bird,Greta Gerwig,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges, Timothée Chalamet, Beanie Feldstein, Lois Smith, Stephen Henderson, Odeya Rush, Jordan Rodrigues",United States,"June 3, 2020",R,94 min,"Comedies, Dramas, Independent Movies","Lady Bird McPherson, a strong willed, deeply opinionated, artistic 17 year old comes of age in Sacramento. Her relationship with her mother and her upbringing are questioned and tested as she plans to head off to college.",2017,7.4,277165.0
Movie,Spelling the Dream,Sam Rega,Unknown,United States,"June 3, 2020",TV-G,83 min,"Children & Family Movies, Documentaries","Since 1999, 18 of the last 22 winners of the Scripps National Spelling Bee have been Indian-American, making the incredible trend one of the longest in sports history. â€œBreaking the Beeâ€ is a feature-length documentary that explores and celebrates this new dynasty while following four students, ages 7 to 14, as they vie for the title of spelling bee champion.",2020,6.9,716.0
